gene bait_usage
4358 1
3985 1
8945 1
85013 2
2824 1
11159 1
81617 1
8859 2
150165 1
375791 1
84695 1
100423062 1
79148 1
9235 1
1123 1
23092 1
440498 1
197135 1
14 1
29992 3
441282 2
5979 1
10921 1
11275 2
7096 1
202134 1
345643 1
51151 1
3048 1
23122 1
5481 1
8803 1
892 2
4355 2
7484 6
54453 3
266747 1
5625 1
54790 2
8440 1
7036 1
10399 1
9639 1
3680 1
101059938 1
101059953 1
54971 2
80199 1
89866 1
710 1
6799 1
3117 1
2215 3
10992 1
100130348 1
27315 1
10410 1
55195 1
7376 1
3608 2
23030 1
89778 1
51296 1
399694 2
4277 1
23435 1
196441 1
23034 2
1762 1
147906 1
166614 1
11179 1
7216 1
472 1
100526835 4
51086 1
3603 1
283078 1
100507203 1
79650 2
100500938 1
1877 1
10964 1
54820 1
3630 1
63948 3
162681 1
23392 1
144577 1
11127 1
26580 1
6398 3
5187 1
440335 1
79777 1
3693 1
1777 1
8540 1
7993 1
3796 1
6446 1
10212 1
9124 1
11332 1
2848 1
4641 1
4542 1
8773 1
10456 1
2139 1
5348 1
9049 1
6369 1
9567 1
3775 1
3965 1
6814 1
10747 1
9179 1
10944 2
5874 1
8739 1
8546 1
6820 1
7099 2
29984 1
322 1
3964 1
3038 1
8797 1
4794 1
1325 1
5717 1
5718 1
5715 1
658 2
10326 1
475 1
181 1
2151 1
4221 1
8535 1
10857 1
6829 1
6874 1
1676 1
3092 1
7287 1
7288 1
1192 1
8665 1
785 1
11060 1
8317 1
11045 1
406 1
5293 1
8050 1
6819 1
2304 1
10671 2
9197 1
8976 1
5138 1
1112 1
3843 1
5442 1
29904 1
9034 1
10284 1
2009 1
10643 1
10059 2
8634 1
5286 1
10733 1
6861 1
7940 1
5296 1
7188 1
375790 2
4211 1
10640 1
22936 1
10473 1
11119 1
2494 2
4697 1
10213 1
51042 1
274 1
3839 1
10494 1
607 1
2166 1
889 1
7379 1
10752 1
4013 1
23481 1
773 1
6386 1
9600 1
10528 1
6656 1
1654 1
8635 1
6366 1
1238 1
5420 1
2219 1
3491 1
5193 1
10246 1
6367 1
5191 1
3840 1
6588 1
4917 1
10475 1
4781 1
1871 1
5537 1
7480 1
4833 1
5287 1
7476 1
8789 1
11065 2
6319 2
9229 1
10603 1
1364 1
8611 1
8613 1
8289 1
3671 3
8553 1
8835 3
30837 1
344148 1
575 2
8099 1
364 1
6392 1
11122 1
9854 1
23306 1
460 1
23149 1
10190 1
10570 1
9021 1
9306 1
10906 1
126393 1
115703 1
4706 1
11068 1
1780 1
11316 1
26333 2
8625 1
10106 1
442868 3
9083 1
442867 1
9086 1
7404 1
8943 1
9973 2
6373 1
7748 3
26239 1
3983 1
1855 1
1856 2
7802 2
1105 3
1106 3
9570 9
8471 3
1861 1
27348 2
8675 2
5639 1
102 1
5826 5
9538 7
8507 4
8085 1
9270 8
1787 1
10692 1
317 2
8780 2
3613 1
5609 6
10005 1
10423 2
9141 4
10419 1
9368 1
7015 3
5017 14
8630 3
1111 9
8795 6
2563 2
4212 5
1200 2
10681 1
10915 2
10403 2
3797 6
8829 2
30000 4
8600 3
8542 1
2660 1
117157 10
8794 7
11128 3
22808 7
10815 2
7106 2
5688 6
5924 2
5475 1
5470 4
5264 10
23495 5
26873 5
2865 3
9447 2
7782 7
571 6
10295 4
3437 1
4259 2
8487 1
9032 2
3664 13
8462 1
7483 4
7484 1
30851 2
10755 2
8825 1
27253 4
3551 3
6003 1
6002 12
100287932 2
25794 1
8520 13
259197 1
9246 1
8573 10
5338 8
2069 2
27089 5
103910 3
10627 2
845 1
9146 3
6790 2
8934 2
10311 5
4659 3
2580 13
51582 5
10127 13
9987 2
7514 1
9639 5
9726 2
9919 1
23654 2
9870 3
23504 1
23351 11
9895 1
23350 2
9739 1
23135 10
8864 1
8871 6
9880 1
23336 4
9925 6
9710 1
9371 1
23263 1
9508 2
9201 3
80184 6
9751 1
23243 1
9826 3
4092 2
1147 5
27257 9
2533 1
4864 4
6926 5
10555 2
8560 4
285 3
9522 1
10066 1
3841 3
10095 1
10109 3
10094 1
4593 8
4194 1
10282 9
51043 5
9533 2
5359 1
8805 3
753 6
8312 1
10424 1
6862 6
1070 1
10217 1
50853 2
2051 2
4093 5
10537 2
9278 9
5863 5
2941 1
11318 1
55922 1
8564 2
7739 2
4148 6
22794 3
6183 1
54741 5
6580 6
1193 1
8310 1
11079 1
4867 1
6836 3
1673 4
100289462 1
5603 1
6314 5
6473 8
10558 14
9517 5
8557 1
2189 3
8473 2
247 2
8493 7
10572 1
5373 3
5890 2
10622 6
1101 2
8992 1
4281 2
3149 8
7161 6
8456 2
2861 1
5496 7
3636 5
2175 3
8664 6
8667 3
9122 4
9121 2
8841 15
4931 12
587 9
8778 1
332 1
7113 11
10526 4
2906 4
8417 7
9120 4
93986 3
9123 2
10257 13
758 2
6370 8
10849 4
7098 4
4438 1
8974 1
29906 6
6360 3
4113 2
4114 2
4115 2
1527 3
726 8
8908 1
8399 4
10652 1
3638 6
10092 8
5433 1
9575 1
8837 5
2255 2
8651 3
4097 4
4968 4
2866 3
5170 4
6892 1
5187 2
7746 3
6247 2
8490 1
7737 1
9127 5
7403 4
2867 1
4210 19
3783 1
1665 1
9905 3
8731 1
8853 5
200424 7
23768 5
9675 9
5364 3
23378 1
9841 1
80777 1
9128 1
51046 11
26227 21
4724 4
8038 1
1406 4
3656 4
5252 1
4439 2
5414 1
5655 5
5709 1
339669 2
23543 1
9061 3
6478 2
10467 1
9183 1
6692 2
11181 1
10278 2
9175 1
9092 2
10653 1
8733 3
1613 1
7041 2
9901 2
9422 1
23099 3
9907 1
26045 1
259217 3
9738 12
9717 1
23229 5
9753 5
9788 6
23300 16
366 4
5078 6
6885 2
8823 3
50846 1
9521 2
57149 2
4440 3
8767 1
3199 1
10156 3
284403 1
10236 4
9129 5
7165 13
10328 4
5612 1
8867 4
9158 1
8672 5
6899 1
9139 25
10465 2
9196 1
8972 8
51360 2
6839 2
27429 6
9314 4
11339 2
8574 2
8842 3
2037 2
10618 1
5889 3
10542 1
11041 1
8742 4
407977 5
9443 1
7456 1
5205 1
10018 1
2309 1
3785 2
9486 1
4091 7
7517 2
7516 1
9333 5
8740 5
10817 2
27040 2
11342 1
9066 7
8562 8
9051 8
11260 2
55806 7
10253 3
10591 3
1641 7
8811 1
10252 1
10251 2
10469 5
27095 2
6591 11
27243 2
2307 4
8440 3
8000 6
7105 15
5356 4
9055 8
6001 1
7756 1
4711 24
4695 3
9079 1
6943 5
439 13
699 3
9184 3
9465 2
8612 7
946 1
81 6
2954 2
114049 1
30012 2
51499 2
283459 1
27336 3
11015 3
10758 3
9452 2
9265 2
5565 4
63928 1
164 4
10228 2
9145 1
9144 2
3196 3
6449 2
2029 2
788 4
8444 3
3892 3
8405 10
8636 2
10478 6
11051 5
26584 2
10314 1
6801 11
9997 3
8372 1
755 1
10270 1
8707 1
2542 2
10218 1
7541 4
3420 1
813 5
10085 4
10768 6
10488 1
10749 2
7092 2
4007 3
2137 1
5001 4
7305 5
2277 3
8534 5
326 1
4725 5
1943 1
5147 1
10563 1
5000 4
5189 3
79157 6
5885 7
57016 2
1678 4
6759 2
548313 3
6758 3
8997 6
8449 2
10534 2
9535 1
9407 6
4660 1
665 4
9467 2
5346 1
576 2
577 3
9394 3
9282 1
5099 4
6665 8
5636 2
8822 3
11202 2
5071 2
2788 1
8467 1
9043 1
3800 9
9891 1
9875 2
643641 4
23295 1
196441 2
9836 1
66008 1
23247 15
9716 2
23031 1
9731 2
57194 1
4976 1
9839 11
8888 1
23396 1
23095 4
23005 4
10299 8
23028 3
9882 2
23239 2
8323 4
26471 4
10368 2
26959 1
2661 8
26532 6
26658 2
390874 1
3992 1
5493 13
1687 6
7813 5
100526664 5
4065 2
1620 2
7107 1
1747 4
7547 11
10205 6
2182 2
8724 4
9046 5
8677 10
4868 3
10724 15
10174 1
10492 15
8460 1
51362 1
8703 4
8702 11
8637 7
26953 1
1389 3
1149 3
2762 9
2306 1
9397 1
904 5
26585 12
701 1
8985 2
9470 7
27290 2
905 5
7100 1
7097 3
1729 1
9403 4
10103 5
10100 1
10099 5
11336 2
54600 17
10324 1
4010 2
10226 6
9214 5
5810 2
3717 1
7975 1
10196 1
9242 2
5192 3
23633 3
27286 6
29799 7
7358 2
9404 2
1500 4
9187 8
23463 3
8555 3
9947 3
8398 2
10289 3
6643 3
9595 1
27306 3
8813 4
8615 2
10560 10
10043 1
343071 4
343069 8
5208 4
28952 2
10084 2
10245 5
11230 2
1736 1
778 5
9669 2
653808 3
10206 6
8522 2
8721 8
4068 1
9283 2
10294 4
23476 1
51596 3
10266 3
10268 7
6474 1
6610 1
6907 1
8704 1
1515 1
3364 3
5201 1
6992 5
4683 11
8996 1
11081 1
6327 5
1838 2
8732 2
11025 4
102725035 1
107987462 1
10990 6
4286 2
11077 1
23046 5
23380 2
5362 5
9722 1
9829 2
9917 2
9911 8
4037 2
8745 4
4185 1
863 3
9948 1
8324 2
6585 4
6586 1
1953 1
4038 1
314 11
11155 4
9475 1
26024 2
23242 2
23245 1
8895 2
9889 1
9681 3
9776 2
23308 1
8541 4
9026 21
23363 1
9810 4
9877 3
9727 3
23066 6
9655 1
261734 1
9682 1
9749 2
9701 1
9507 1
4849 2
26039 2
23309 2
9914 1
10049 2
8800 3
4041 2
57017 2
374291 1
4616 7
6253 2
4720 2
8001 21
219333 3
8446 2
2631 5
8303 3
10446 3
8482 1
3161 3
8497 1
10016 1
242 1
8468 1
56242 2
9550 5
9525 3
9526 2
956 1
5626 1
8537 1
11156 1
10677 1
9555 1
6451 1
2317 4
9611 4
8674 2
4726 3
5195 3
10612 7
8408 12
7289 1
8501 1
9554 2
10522 1
55660 2
25763 1
6867 1
10721 2
8318 3
64598 1
26261 3
4034 8
10651 2
9559 13
9534 4
9512 5
4094 2
7399 1
8819 4
9862 9
11104 5
8712 2
2081 2
1876 3
9244 1
8856 3
11168 2
10613 3
6871 5
2239 4
4722 1
10772 4
51053 8
1203 1
3281 4
5010 1
27242 1
10455 2
10656 1
10474 1
27097 2
8726 2
8815 8
23451 1
7812 2
55565 3
1600 1
11193 1
8676 3
8935 2
8629 3
8575 2
27297 6
4040 1
9252 2
10001 4
23077 1
8928 1
8993 1
10143 7
23464 7
9247 3
9099 2
10360 5
10434 2
10637 2
26284 3
9191 3
639 4
7380 3
8547 10
30848 1
23020 2
261726 9
8481 3
10040 1
8986 2
10739 1
10738 2
5495 3
11033 1
27340 1
9631 4
6102 3
11341 1
8576 13
11169 4
8604 2
6581 1
8706 7
5892 4
5064 3
9028 1
10159 2
9402 1
10535 2
51364 3
23645 2
6650 1
8412 1
10248 2
10799 2
8666 1
8669 1
874 1
11061 3
5276 1
5716 5
7348 1
8906 1
284352 1
79090 2
3417 2
6341 1
9420 4
10741 1
10254 2
8741 1
10840 1
11334 3
9568 4
9182 1
8812 8
5063 2
10550 2
8787 3
728492 1
8293 5
8291 2
8554 5
9063 1
10286 2
11258 11
8424 3
10285 2
5884 4
26256 1
25822 7
10211 4
10263 2
7204 1
10566 7
8777 2
10302 2
10882 2
1362 2
10539 2
100653049 1
3885 1
8689 1
8688 2
8687 1
7466 2
8416 1
9437 1
10590 2
6792 3
10529 1
8614 8
7108 1
9025 6
6623 1
9391 3
8654 4
1677 2
8839 2
7763 2
8601 1
6584 3
5152 1
7439 6
6731 1
10899 4
8530 10
26664 6
1797 3
9401 6
9400 1
8725 14
26229 6
9262 1
4062 6
9219 3
8818 9
53942 2
7398 5
51412 1
23683 4
9945 1
8786 1
11076 2
9140 5
8715 4
26046 4
23120 1
9868 1
57449 1
9670 2
23259 3
4642 1
9878 3
9886 2
23109 8
9871 10
23114 3
9913 1
9873 2
23376 2
8470 6
9678 2
23328 7
9725 1
9855 6
26043 1
23276 3
9668 1
9860 5
23353 2
11160 3
24148 7
22943 3
51585 10
285527 3
10725 4
23052 5
5218 1
23354 3
22885 4
22888 7
23030 1
22836 2
140710 10
10869 2
22911 18
4591 7
161 2
22872 1
23125 4
22883 1
22995 1
10144 1
22899 4
10614 4
135946 3
151531 1
27134 1
11185 3
148252 5
11102 5
9133 2
10897 5
51366 2
9985 4
100861412 4
25788 8
257 2
3268 2
11098 1
7753 3
9294 5
4712 2
9927 1
11072 2
10073 3
9966 2
22977 8
10277 1
11249 1
11248 1
7542 1
8518 15
5412 1
11337 2
4696 3
4714 15
8796 1
8912 4
4701 3
10791 1
8633 5
4947 4
10675 1
10313 6
11275 3
1102 4
7755 1
3954 4
8987 6
23484 1
9406 2
8723 1
338674 3
11130 3
27287 2
51747 1
10112 1
80833 4
9227 1
25803 2
24137 3
8930 2
6305 1
9527 4
11143 2
8807 1
10912 2
3756 2
11101 1
8658 2
23582 6
27076 5
7957 1
9217 3
23557 3
9019 4
4705 1
11328 1
10659 2
25796 2
9060 3
8647 1
10592 5
10533 2
10626 1
10667 1
51341 6
11313 1
10425 1
25816 1
9064 2
8840 4
8838 2
10220 4
10569 2
27302 6
9245 5
27304 1
10411 1
10421 11
9441 1
9372 7
10175 1
8771 5
25798 2
8403 4
28955 3
6840 2
89932 5
9530 1
10598 1
10568 1
55937 2
150082 1
10804 3
5073 1
23483 3
8624 4
8785 1
9215 3
752 1
8879 8
1366 1
23399 2
19 3
10412 1
9080 4
10802 1
10427 1
8875 2
23562 4
23466 3
65220 2
51567 2
92346 1
375035 2
25874 3
25770 1
23474 1
11279 2
25885 2
5116 1
8089 3
11062 2
10617 1
9423 5
10272 1
10898 3
4772 1
9077 2
534 2
8623 1
8760 2
2070 3
9119 3
11116 1
5509 2
23774 3
10307 3
10775 6
9450 4
8924 1
9547 1
9545 3
2103 1
9342 7
9362 1
9943 2
9453 3
23641 2
10505 3
9609 1
9991 2
11138 2
90865 1
83930 1
51691 4
58525 3
23586 3
6780 5
7268 3
23585 2
8436 8
9350 1
9532 4
9531 1
9448 3
23417 1
9131 4
9076 2
9022 2
24139 2
9113 2
9630 3
256281 1
23555 1
23554 3
10380 4
6615 2
9415 1
23564 5
58530 5
7920 5
7918 1
51060 3
58512 1
93145 1
26995 2
11319 2
25809 5
57119 1
100526773 17
25949 1
23492 1
9096 7
9436 1
6911 2
10841 3
30008 2
10648 2
10647 1
11126 4
9210 2
10261 4
8698 2
8434 2
53615 2
8940 1
9623 4
11165 5
11170 1
10551 7
2622 4
10297 1
9232 2
8915 1
4716 2
9421 1
9189 1
10452 5
9476 1
8799 1
10298 4
7481 1
10126 6
11200 2
9546 1
86 6
9134 5
8705 1
7468 3
1528 8
126 6
3939 3
216 1
1727 1
2936 1
4512 1
4513 2
6647 1
1356 3
2157 4
5009 3
2162 3
4860 2
3251 2
2806 7
25 4
1956 3
4342 2
5230 1
203 1
715 4
3240 1
2158 1
2159 2
5340 2
2161 8
5328 3
629 5
100 1
4508 2
759 1
760 2
445 1
4938 2
462 1
5265 1
12 4
183 3
2 1
718 1
727 2
7076 1
1472 3
1469 2
1475 2
3827 2
2353 1
4609 4
4893 2
3265 2
3845 2
5155 6
3949 1
1950 1
7039 1
7040 1
4803 1
2796 1
4878 6
5020 1
551 1
5443 2
5179 1
5173 2
1081 1
7252 2
2488 2
3972 6
5617 3
2688 3
2689 1
796 9
5741 1
7432 1
5539 4
3630 5
3481 3
2520 2
4049 2
7124 1
3447 1
3439 1
3440 6
3446 2
3452 5
3442 4
3448 2
3456 3
3458 2
3552 3
3553 2
2056 1
3559 7
920 3
3106 7
3122 3
3117 2
3123 1
3119 1
3050 1
3045 1
3046 3
4151 2
1277 2
1280 1
1281 22
1282 7
1409 4
102724652 1
1410 2
3861 1
3853 10
4000 10
6708 3
335 1
348 7
336 2
341 2
345 1
2243 11
2244 1
2266 3
4155 3
5375 2
2993 1
6521 16
1401 1
325 4
712 1
713 5
714 5
735 3
350 2
116844 3
2335 2
5950 5
259 2
5004 1
197 2
7276 9
213 1
2638 4
5473 3
5196 2
3627 7
7037 2
7018 1
3263 3
2512 1
2495 1
4502 2
6779 2
10879 5
2099 5
4535 2
4537 3
283 6
2160 6
3818 2
6590 2
722 3
7448 19
3156 3
847 1
5894 3
1791 2
2629 1
2517 2
5624 8
226 3
301 3
5154 15
338 5
1437 2
2908 3
7031 1
5621 3
6648 2
4942 1
7083 2
3273 1
4613 2
4142 1
1 1
972 1
915 6
3854 1
3848 2
6285 1
7450 1
6462 2
6406 4
10382 1
2597 42
435 82
3105 10
3115 4
5620 2
2064 1
7471 2
4914 1
826 3
7157 4
4489 2
4493 2
3315 3
1543 1
6013 1
1536 2
6184 2
6185 4
2771 4
8335 2
3012 3
6522 1
2995 2
3467 3
3443 13
3441 3
3479 3
476 1
481 3
1114 1
351 3
383 15
347 33
217 6
3690 23
3689 8
1583 2
6279 6
3623 8
3567 4
3150 11
5055 1
5054 1
5582 4
292 3
5104 2
710 2
3426 1
2165 1
9636 1
3957 2
4353 1
5095 2
5096 4
1544 2
1571 1
249 1
250 1
1965 4
3151 1
2246 3
3569 6
1906 2
3383 4
6176 15
6181 1
6175 2
6447 1
3725 1
2170 1
661 2
7123 3
516 1
3120 5
6906 1
3053 2
7020 2
3688 4
5579 1
3875 1
3856 3
1411 1
1447 7
793 4
2994 2
921 4
7389 1
3643 2
3932 3
2534 3
590 1
2717 1
885 3
3111 3
2934 2
5925 1
5241 7
5757 10
983 1
506 6
717 25
6280 3
6277 8
337 13
914 3
1977 1
1048 1
1158 2
2023 1
5836 3
5423 3
4869 1
7170 5
3685 4
1392 15
4023 3
3073 4
8970 4
5270 3
8513 1
2052 6
7054 2
1622 19
2168 2
3945 1
4747 1
4741 2
7056 9
5232 5
5034 2
354 1
3005 1
432 1
433 9
1420 2
2242 1
1436 7
1509 8
302 3
731 1
733 3
823 69
203068 1
4490 1
761 5
5644 1
5645 2
2922 2
1448 2
1146 7
154 2
1634 3
5660 41
3074 2
1514 2
5216 2
669 3
916 7
2058 5
1508 1
3320 4
2592 2
3183 13
7388 3
3912 12
7525 4
4067 1
5979 3
7169 1
2271 10
6439 2
2067 1
7057 6
6035 2
2705 2
6667 2
7544 9
3480 6
6010 1
4477 3
1278 3
309 12
389 2
4804 4
2735 3
1129 1
1132 38
1604 2
5243 10
866 2
6520 176
51032 2
4306 1
2990 12
5213 3
3326 1
6734 1
440 4
1991 2
6855 8
4313 1
4314 1
2938 1
6649 1
1511 1
3145 2
4311 2
3674 2
5160 4
5341 3
929 74
1537 1
5788 2
6629 5
4233 3
4241 12
153 11
4634 1
3075 4
2249 3
6625 1
3055 1
2214 1
3678 4
4782 5
7431 1
1576 3
2155 2
3880 1
3855 1
2773 3
308 4
3484 3
412 2
3921 2
3570 2
3350 1
1133 2
150 3
6098 3
4828 3
967 4
5314 2
6626 2
3233 5
3221 1
2247 1
3215 2
5452 5
10136 17
2026 3
3049 3
30 1
1621 2
2939 1
2950 1
1470 1
6631 9
4316 21
4319 8
962 8
7429 8
2919 3
3956 2
5860 2
3146 4
7141 1
5947 3
5047 23
2203 28
2775 41
6678 2
2944 1
7168 2
1211 1
1212 5
307 45
1267 7
7472 4
924 18
3162 2
1435 3
5159 7
1738 3
3217 2
3178 6
6627 22
1345 2
2695 2
4070 2
2268 3
716 6
142 22
5422 7
3433 5
3434 4
240 2
248 2
7345 2
5045 2
4048 2
230 1
282808 2
721 2
720 2
721 5
100293534 4
3015 3
8330 2
8332 1
8336 5
8329 1
8969 4
29844 3
100130827 3
474381 4
83740 7
401067 3
284106 2
387715 12
342371 1
374355 2
338872 3
100137047 7
81488 1
145781 1
100820829 1
81488 1
642623 1
654231 3
146325 4
169834 13
653689 3
7314 4
7316 2
729597 3
57093 3
642612 1
645073 4
100008586 3
2579 4
26748 14
728137 4
100289087 8
100288695 3
96626 1
84968 18
6399 20
378949 11
5940 1
643847 1
6289 1
653464 6
1442 3
1443 3
1442 1
445329 24
6818 2
102723631 19
3303 2
3304 9
644591 1
93659 4
94115 3
1082 3
805 7
801 8
808 2
432355 2
111188157 2
66004 2
391123 1
29970 1
51082 2
9718 1
110599583 1
100129239 1
100133053 15
388677 2
2736 2
2737 1
342945 1
3104 5
797 2
5911 1
5552 2
3002 4
3576 2
6348 3
6036 6
1351 1
4602 1
4603 2
4605 2
2548 2
367 3
5914 4
6237 18
3107 2
49 5
369 1
3008 17
596 1
6696 6
1737 22
5792 2
2063 7
7025 4
7295 16
7043 2
1329 1
4257 4
1558 2
4137 3
5573 3
1113 1
7035 2
251 2
5197 5
3815 1
7390 2
940 2
2251 1
2098 3
3329 5
5915 1
7067 9
7068 1
1191 2
4168 6
2690 3
3659 1
4633 3
3309 2
951 1
5409 2
4133 2
3312 4
3990 5
1959 2
6513 3
6514 1
6515 1
2035 1
7372 2
5162 2
3684 3
5834 1
5837 12
4153 2
1128 1
1140 4
5898 7
5899 1
10 3
613 2
3916 4
2078 2
5292 3
2260 2
7150 4
7153 2
2539 2
8266 1
5669 1
7421 3
2101 3
2248 19
2779 2
5091 2
1548 6
1588 4
1756 2
8288 3
7356 2
6440 5
1559 4
3482 19
128 1
5681 2
1019 3
6722 5
931 2
5634 6
973 1
4953 1
26986 1
5111 1
7441 1
3850 1
4744 3
2169 2
1291 3
291 1
293 1
3615 1
7175 1
6017 1
1152 2
2209 2
2212 1
2205 3
306 3
4610 1
548596 4
1159 1
3001 1
650 1
652 1
651 1
6037 11
6497 42
6498 1
87 3
999 1
4295 1
4619 1
4625 2
6714 3
2547 4
7520 5
7374 1
7181 1
1327 1
211 3
3574 1
6351 1
388372 1
10437 4
6997 1
3920 1
6050 2
649 2
1535 1
6347 2
6352 1
7857 2
4624 1
1080 2
1580 1
4684 1
3384 1
3676 2
5916 4
478 3
3858 4
3860 1
3852 3
9601 6
729 1
7584 2
54 1
634 2
7178 2
5008 7
2152 1
5553 2
3133 1
3936 43
5358 28
327 2
2108 10
7138 1
2997 11
5576 3
653145 31
728113 5
2027 2
1302 2
2963 2
966 1
81576 8
10797 1
3283 3
1510 1
2670 2
4282 26
4267 12
3082 1
5551 1
5589 1
3660 1
3059 2
2224 1
5987 2
1368 1
1347 2
482 9
1813 3
10327 8
5320 4
653361 7
3645 2
5315 4
98 4
7184 4
891 13
140465 3
3212 1
6517 1
6628 15
7299 1
2815 1
3554 2
4318 1
3560 3
1340 4
5451 2
3191 1
1615 3
1610 2
2113 1
3728 14
7381 2
3976 2
2114 4
673 5
2167 3
2752 5
231 3
5817 6
5880 10
1369 14
2935 1
4654 5
4656 4
5224 3
3459 4
410 3
7430 11
525 4
1386 1
7347 1
3753 1
930 1
8061 1
2355 6
7409 1
2006 4
1438 5
374 1
4179 5
4830 1
1728 2
2799 33
51710 5
58500 3
7422 4
5261 3
913 4
3543 20
3096 18
6187 1
1123 1
6925 2
6480 2
5896 2
6929 1
1832 4
6118 4
4582 2
1350 1
2623 1
7077 4
246 3
4881 1
960 1
4835 1
3014 1
6403 1
176 6
5207 5
3691 1
6693 1
873 6
286 1
35 5
1385 18
5406 1
5156 2
2720 4
5175 57
5532 16
4690 11
6936 2
3737 1
1493 3
5447 2
1800 1
2038 3
5618 3
7253 2
5126 2
2784 5
7180 3
6401 4
2241 3
488 2
414062 1
6349 1
948 23
4879 1
1363 1
3575 1
5336 6
2184 4
3925 1
7559 1
7564 2
7565 4
7566 5
7567 2
7568 3
7570 2
7571 3
7572 10
7586 1
7574 5
7551 2
7579 1
7580 2
3310 2
23433 3
3159 1
7553 3
8834 3
3454 5
5578 1
3726 2
3673 1
2697 4
6609 2
7343 4
3219 4
1109 1
3727 2
1504 6
1160 7
6886 1
11016 2
6853 3
5566 2
7306 4
824 4
3742 2
1674 10
1051 1
2596 2
3135 1
5771 6
262 1
6898 4
7166 12
1141 4
1503 5
2022 1
1655 3
5211 9
7494 2
2760 1
1378 3
3958 9
3486 2
6688 4
2321 4
5702 2
6950 4
5770 2
239 4
3485 2
2068 3
655 1
6165 11
3693 4
378 5
151 1
6129 5
1958 22
7414 3
6715 5
5786 3
9 6
2560 5
2566 1
116 2
5148 4
6651 4
7936 2
5223 2
1104 6
152 11
6382 1
466 16
467 4
468 1
22926 2
522 3
7515 8
3866 8
3851 3
1000 2
2781 4
2780 3
3067 8
5335 1
54578 2
2057 1
7135 5
965 3
7412 1
4691 2
3098 6
5432 1
5434 1
963 1
4729 2
2002 7
7137 16
7132 1
2678 4
2071 8
6737 3
7942 11
5610 11
2523 1
7030 10
7490 3
6723 2
6548 1
1459 8
6256 1
26 1
3698 15
3697 1
4790 1
2920 2
2921 5
4688 2
10468 2
1890 1
3113 1
8894 2
310 1
10993 9
945 1
3817 6
6691 2
566 5
6908 6
64499 23
7177 5
890 1
5455 3
5454 2
933 3
689 1
241 1
1131 3
7133 1
5864 1
5865 1
5867 1
5868 5
5870 4
6863 1
9572 2
7200 2
4437 1
4599 2
4600 5
4882 2
5689 3
4074 1
9377 1
4001 1
3683 1
3202 1
602 3
4969 1
4908 4
4117 8
825 2
3589 1
831 4
1555 1
1577 4
6927 1
1942 1
3614 7
1297 1
725 6
1549 6
1289 10
